Date,Product,Category,Country,Revenue,Quantity,Cost,Customer_Segment
2023-01-07,Loratadine 10mg (14ct),Allergy,Germany,249.83,29,98.51,Hospital
2023-01-07,Omeprazole 20mg (28ct),Gastro,Brazil,79.49,6,30.65,Retail Pharmacy
2023-01-07,Amoxicillin 500mg (20ct),Antibiotics,Brazil,375.61,25,145.67,Government Tender
2023-01-07,Ibuprofen 400mg (30ct),Pain Relief,Germany,45.19,7,14.24,Government Tender
2023-01-07,Amoxicillin 500mg (20ct),Antibiotics,India,122.14,8,45.82,Hospital
2023-01-08,Ibuprofen 400mg (30ct),Pain Relief,Japan,247.43,36,75.97,Retail Pharmacy
2023-01-08,Salbutamol Inhaler,Respiratory,UK,324.12,14,133.55,Hospital
2023-01-08,Omeprazole 20mg (28ct),Gastro,India,123.46,11,52.13,Government Tender
2023-01-08,Loratadine 10mg (14ct),Allergy,USA,429.92,43,151.91,Retail Pharmacy
2023-01-08,Ibuprofen 400mg (30ct),Pain Relief,Japan,98.49,17,35.5,Hospital
2023-01-08,Insulin Glargine Pen,Diabetes Care,Brazil,3354.97,49,1561.94,Government Tender
2023-01-08,Atorvastatin 20mg (30ct),Cardiovascular,Germany,186.97,11,81.36,Retail Pharmacy
2023-01-09,Loratadine 10mg (14ct),Allergy,Germany,118.08,14,48.2,Government Tender
2023-01-09,Salbutamol Inhaler,Respiratory,Brazil,524.56,23,212.45,Government Tender
2023-01-09,Atorvastatin 20mg (30ct),Cardiovascular,Japan,989.23,57,393.84,Retail Pharmacy
2023-01-09,Salbutamol Inhaler,Respiratory,UK,577.4,30,277.38,Government Tender
2023-01-09,Amoxicillin 500mg (20ct),Antibiotics,Germany,188.85,13,77.52,Hospital
2023-01-09,Ibuprofen 400mg (30ct),Pain Relief,Brazil,163.95,27,57.26,Retail Pharmacy
2023-01-09,Multivitamin Complex,Supplements,India,142.57,9,51.63,Retail Pharmacy
2023-01-09,Salbutamol Inhaler,Respiratory,Brazil,926.15,44,415.99,Hospital
2023-01-09,Ibuprofen 400mg (30ct),Pain Relief,UK,262.65,42,87.46,Retail Pharmacy
2023-01-10,Loratadine 10mg (14ct),Allergy,Germany,329.46,32,111.74,Government Tender
2023-01-10,Loratadine 10mg (14ct),Allergy,Germany,276.9,33,112.06,Retail Pharmacy
2023-01-10,Ibuprofen 400mg (30ct),Pain Relief,Brazil,172.87,31,66.66,Hospital
2023-01-10,Salbutamol Inhaler,Respiratory,Brazil,338.29,16,152.71,Retail Pharmacy
2023-01-10,Salbutamol Inhaler,Respiratory,India,168.81,7,61.53,Retail Pharmacy
2023-01-10,Loratadine 10mg (14ct),Allergy,UK,124.91,13,45.0,Government Tender
2023-01-10,Omeprazole 20mg (28ct),Gastro,Brazil,189.48,16,75.18,Retail Pharmacy
2023-01-10,Salbutamol Inhaler,Respiratory,UK,426.98,18,166.43,Retail Pharmacy
2023-01-10,Multivitamin Complex,Supplements,USA,121.03,8,42.01,Retail Pharmacy
2023-01-11,Salbutamol Inhaler,Respiratory,Germany,808.34,34,304.47,Hospital
2023-01-11,Insulin Glargine Pen,Diabetes Care,Germany,1405.94,24,766.86,Government Tender
2023-01-11,Multivitamin Complex,Supplements,Brazil,495.31,32,179.1,Retail Pharmacy
2023-01-11,Ibuprofen 400mg (30ct),Pain Relief,Germany,149.35,22,47.17,Government Tender
2023-01-11,Amoxicillin 500mg (20ct),Antibiotics,USA,229.7,19,111.72,Retail Pharmacy
2023-01-11,Atorvastatin 20mg (30ct),Cardiovascular,UK,975.1,50,344.03,Government Tender
2023-01-12,Atorvastatin 20mg (30ct),Cardiovascular,USA,441.64,24,170.98,Government Tender
2023-01-12,Ibuprofen 400mg (30ct),Pain Relief,UK,155.68,22,45.07,Retail Pharmacy
2023-01-12,Omeprazole 20mg (28ct),Gastro,Brazil,792.73,58,276.21,Government Tender
2023-01-12,Loratadine 10mg (14ct),Allergy,USA,55.13,6,19.74,Hospital
2023-01-12,Ibuprofen 400mg (30ct),Pain Relief,UK,163.44,29,58.73,Hospital
2023-01-12,Loratadine 10mg (14ct),Allergy,Germany,172.57,19,64.93,Retail Pharmacy
2023-01-12,Omeprazole 20mg (28ct),Gastro,India,151.2,12,60.41,Hospital
2023-01-12,Ibuprofen 400mg (30ct),Pain Relief,Germany,172.07,25,50.33,Government Tender
2023-01-13,Ibuprofen 400mg (30ct),Pain Relief,UK,198.94,31,67.27,Retail Pharmacy
2023-01-13,Ibuprofen 400mg (30ct),Pain Relief,Japan,42.7,7,14.07,Retail Pharmacy
2023-01-13,Omeprazole 20mg (28ct),Gastro,UK,766.74,66,313.58,Hospital
2023-01-13,Ibuprofen 400mg (30ct),Pain Relief,Brazil,111.39,19,41.12,Retail Pharmacy
2023-01-13,Amoxicillin 500mg (20ct),Antibiotics,UK,93.61,7,39.89,Retail Pharmacy
2023-01-13,Multivitamin Complex,Supplements,Germany,554.63,34,185.26,Retail Pharmacy
2023-01-13,Atorvastatin 20mg (30ct),Cardiovascular,USA,274.61,16,114.09,Hospital
2023-01-13,Salbutamol Inhaler,Respiratory,Japan,161.19,7,64.31,Retail Pharmacy
2023-01-13,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,235.89,12,88.87,Hospital
2023-01-13,Loratadine 10mg (14ct),Allergy,Brazil,41.67,4,13.69,Retail Pharmacy
2023-01-13,Omeprazole 20mg (28ct),Gastro,USA,211.63,18,90.1,Retail Pharmacy
2023-01-13,Omeprazole 20mg (28ct),Gastro,UK,348.47,28,133.83,Government Tender
2023-01-14,Omeprazole 20mg (28ct),Gastro,India,299.87,27,132.14,Retail Pharmacy
2023-01-14,Multivitamin Complex,Supplements,USA,502.25,32,179.89,Retail Pharmacy
2023-01-14,Amoxicillin 500mg (20ct),Antibiotics,India,255.06,19,113.1,Retail Pharmacy
2023-01-14,Insulin Glargine Pen,Diabetes Care,UK,2358.35,37,1123.89,Government Tender
2023-01-14,Multivitamin Complex,Supplements,Germany,447.45,30,156.89,Government Tender
2023-01-14,Loratadine 10mg (14ct),Allergy,Japan,129.25,13,44.25,Retail Pharmacy
2023-01-15,Ibuprofen 400mg (30ct),Pain Relief,USA,52.93,9,18.33,Retail Pharmacy
2023-01-15,Amoxicillin 500mg (20ct),Antibiotics,Brazil,38.57,3,16.57,Hospital
2023-01-15,Salbutamol Inhaler,Respiratory,Japan,730.44,30,264.69,Retail Pharmacy
2023-01-15,Omeprazole 20mg (28ct),Gastro,Brazil,253.03,21,102.41,Hospital
2023-01-15,Multivitamin Complex,Supplements,India,154.16,10,55.32,Hospital
2023-01-15,Insulin Glargine Pen,Diabetes Care,India,248.79,4,119.9,Retail Pharmacy
2023-01-15,Ibuprofen 400mg (30ct),Pain Relief,Japan,191.77,28,58.68,Hospital
2023-01-15,Omeprazole 20mg (28ct),Gastro,India,100.25,9,42.15,Government Tender
2023-01-15,Loratadine 10mg (14ct),Allergy,India,219.92,22,71.23,Hospital
2023-01-16,Amoxicillin 500mg (20ct),Antibiotics,Japan,458.07,33,196.78,Retail Pharmacy
2023-01-16,Ibuprofen 400mg (30ct),Pain Relief,India,130.36,19,40.14,Retail Pharmacy
2023-01-16,Omeprazole 20mg (28ct),Gastro,Japan,197.06,15,70.33,Retail Pharmacy
2023-01-16,Loratadine 10mg (14ct),Allergy,UK,197.12,20,66.73,Retail Pharmacy
2023-01-16,Insulin Glargine Pen,Diabetes Care,UK,1717.14,24,775.71,Retail Pharmacy
2023-01-16,Amoxicillin 500mg (20ct),Antibiotics,USA,670.24,43,259.08,Government Tender
2023-01-16,Salbutamol Inhaler,Respiratory,UK,1055.89,43,387.23,Retail Pharmacy
2023-01-16,Salbutamol Inhaler,Respiratory,Brazil,133.28,6,57.28,Retail Pharmacy
2023-01-16,Insulin Glargine Pen,Diabetes Care,UK,636.16,10,295.15,Retail Pharmacy
2023-01-16,Ibuprofen 400mg (30ct),Pain Relief,Germany,75.49,13,28.32,Government Tender
2023-01-16,Ibuprofen 400mg (30ct),Pain Relief,UK,56.44,8,17.58,Hospital
2023-01-16,Salbutamol Inhaler,Respiratory,USA,850.18,44,397.26,Government Tender
2023-01-16,Omeprazole 20mg (28ct),Gastro,Japan,132.73,10,46.66,Government Tender
2023-01-17,Ibuprofen 400mg (30ct),Pain Relief,Germany,244.1,39,84.13,Retail Pharmacy
2023-01-17,Atorvastatin 20mg (30ct),Cardiovascular,UK,721.89,36,256.85,Government Tender
2023-01-17,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,344.19,18,129.35,Government Tender
2023-01-17,Loratadine 10mg (14ct),Allergy,UK,331.38,39,131.03,Government Tender
2023-01-17,Omeprazole 20mg (28ct),Gastro,Japan,237.3,21,104.21,Hospital
2023-01-17,Omeprazole 20mg (28ct),Gastro,India,184.89,17,79.89,Retail Pharmacy
2023-01-17,Atorvastatin 20mg (30ct),Cardiovascular,UK,440.55,27,196.3,Hospital
2023-01-17,Atorvastatin 20mg (30ct),Cardiovascular,India,335.92,20,147.47,Government Tender
2023-01-17,Atorvastatin 20mg (30ct),Cardiovascular,Germany,836.33,51,382.75,Retail Pharmacy
2023-01-17,Salbutamol Inhaler,Respiratory,USA,372.84,18,161.72,Government Tender
2023-01-18,Ibuprofen 400mg (30ct),Pain Relief,USA,313.72,47,95.09,Hospital
2023-01-18,Omeprazole 20mg (28ct),Gastro,UK,203.98,15,72.14,Hospital
2023-01-18,Loratadine 10mg (14ct),Allergy,UK,159.75,19,64.02,Government Tender
2023-01-18,Loratadine 10mg (14ct),Allergy,Germany,144.82,17,55.88,Retail Pharmacy
2023-01-18,Ibuprofen 400mg (30ct),Pain Relief,USA,103.83,17,35.0,Retail Pharmacy
2023-01-18,Multivitamin Complex,Supplements,Germany,564.56,38,202.64,Retail Pharmacy
2023-01-18,Omeprazole 20mg (28ct),Gastro,Brazil,457.15,37,179.12,Retail Pharmacy
2023-01-18,Insulin Glargine Pen,Diabetes Care,Japan,248.16,4,119.16,Retail Pharmacy
2023-01-18,Amoxicillin 500mg (20ct),Antibiotics,Germany,346.85,24,139.03,Hospital
2023-01-18,Ibuprofen 400mg (30ct),Pain Relief,Japan,101.13,16,34.98,Government Tender
2023-01-18,Multivitamin Complex,Supplements,India,166.83,13,72.28,Hospital
2023-01-18,Salbutamol Inhaler,Respiratory,UK,719.58,31,277.31,Retail Pharmacy
2023-01-18,Amoxicillin 500mg (20ct),Antibiotics,Japan,204.28,15,86.06,Government Tender
2023-01-19,Insulin Glargine Pen,Diabetes Care,UK,2025.13,29,861.31,Hospital
2023-01-19,Insulin Glargine Pen,Diabetes Care,USA,719.87,10,310.41,Government Tender
2023-01-19,Loratadine 10mg (14ct),Allergy,UK,411.83,39,128.76,Retail Pharmacy
2023-01-19,Multivitamin Complex,Supplements,UK,203.58,13,71.67,Hospital
2023-01-19,Salbutamol Inhaler,Respiratory,UK,366.43,18,157.64,Retail Pharmacy
2023-01-19,Atorvastatin 20mg (30ct),Cardiovascular,Japan,667.02,33,243.97,Hospital
2023-01-19,Insulin Glargine Pen,Diabetes Care,Brazil,1554.63,22,658.08,Government Tender
2023-01-19,Atorvastatin 20mg (30ct),Cardiovascular,Germany,546.14,32,227.01,Hospital
2023-01-19,Omeprazole 20mg (28ct),Gastro,UK,220.05,20,100.98,Government Tender
2023-01-19,Salbutamol Inhaler,Respiratory,Germany,623.18,32,284.0,Retail Pharmacy
2023-01-20,Salbutamol Inhaler,Respiratory,Japan,1736.04,78,689.71,Retail Pharmacy
2023-01-20,Amoxicillin 500mg (20ct),Antibiotics,Japan,280.1,22,132.67,Government Tender
2023-01-20,Atorvastatin 20mg (30ct),Cardiovascular,Japan,323.42,17,117.04,Hospital
2023-01-21,Insulin Glargine Pen,Diabetes Care,Brazil,290.81,5,156.28,Hospital
2023-01-21,Insulin Glargine Pen,Diabetes Care,Germany,2779.92,38,1228.81,Hospital
2023-01-21,Loratadine 10mg (14ct),Allergy,Brazil,151.68,15,49.62,Government Tender
2023-01-21,Ibuprofen 400mg (30ct),Pain Relief,India,246.41,36,73.03,Retail Pharmacy
2023-01-21,Omeprazole 20mg (28ct),Gastro,UK,141.31,13,61.22,Government Tender
2023-01-21,Amoxicillin 500mg (20ct),Antibiotics,Japan,395.1,30,176.73,Retail Pharmacy
2023-01-22,Atorvastatin 20mg (30ct),Cardiovascular,UK,407.86,22,155.66,Government Tender
2023-01-22,Omeprazole 20mg (28ct),Gastro,India,631.87,54,254.33,Government Tender
2023-01-22,Insulin Glargine Pen,Diabetes Care,USA,1196.47,19,608.73,Hospital
2023-01-22,Loratadine 10mg (14ct),Allergy,Brazil,129.51,13,45.64,Retail Pharmacy
2023-01-22,Ibuprofen 400mg (30ct),Pain Relief,USA,249.76,38,82.67,Government Tender
2023-01-22,Loratadine 10mg (14ct),Allergy,India,454.95,50,174.87,Hospital
2023-01-22,Atorvastatin 20mg (30ct),Cardiovascular,Germany,99.41,5,35.65,Hospital
2023-01-22,Atorvastatin 20mg (30ct),Cardiovascular,Germany,251.77,14,100.05,Retail Pharmacy
2023-01-22,Salbutamol Inhaler,Respiratory,Germany,260.33,12,111.03,Hospital
2023-01-22,Insulin Glargine Pen,Diabetes Care,Germany,1366.01,20,595.31,Retail Pharmacy
2023-01-23,Ibuprofen 400mg (30ct),Pain Relief,Brazil,42.1,6,12.49,Government Tender
2023-01-23,Loratadine 10mg (14ct),Allergy,Germany,146.37,16,51.78,Government Tender
2023-01-23,Amoxicillin 500mg (20ct),Antibiotics,UK,214.61,17,101.66,Government Tender
2023-01-23,Amoxicillin 500mg (20ct),Antibiotics,USA,129.61,9,53.13,Government Tender
2023-01-23,Amoxicillin 500mg (20ct),Antibiotics,Brazil,250.79,18,109.55,Government Tender
2023-01-23,Atorvastatin 20mg (30ct),Cardiovascular,India,290.39,17,120.55,Retail Pharmacy
2023-01-23,Salbutamol Inhaler,Respiratory,India,959.7,40,369.59,Hospital
2023-01-23,Amoxicillin 500mg (20ct),Antibiotics,India,328.04,23,137.59,Government Tender
2023-01-24,Salbutamol Inhaler,Respiratory,Japan,1022.83,44,383.86,Retail Pharmacy
2023-01-24,Salbutamol Inhaler,Respiratory,India,709.69,37,346.68,Retail Pharmacy
2023-01-24,Ibuprofen 400mg (30ct),Pain Relief,USA,245.68,35,72.01,Hospital
2023-01-24,Multivitamin Complex,Supplements,Japan,69.76,5,28.73,Hospital
2023-01-24,Multivitamin Complex,Supplements,Brazil,404.49,25,142.78,Government Tender
2023-01-24,Atorvastatin 20mg (30ct),Cardiovascular,UK,271.47,15,104.04,Retail Pharmacy
2023-01-24,Amoxicillin 500mg (20ct),Antibiotics,Germany,70.58,5,30.21,Hospital
2023-01-24,Multivitamin Complex,Supplements,USA,452.34,28,153.43,Government Tender
2023-01-25,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,117.38,7,52.58,Government Tender
2023-01-25,Amoxicillin 500mg (20ct),Antibiotics,Japan,144.63,10,58.85,Government Tender
2023-01-25,Salbutamol Inhaler,Respiratory,USA,787.14,36,314.15,Government Tender
2023-01-25,Multivitamin Complex,Supplements,Japan,562.76,36,197.85,Government Tender
2023-01-25,Multivitamin Complex,Supplements,Brazil,606.0,37,206.07,Hospital
2023-01-25,Insulin Glargine Pen,Diabetes Care,Brazil,993.47,14,439.48,Hospital
2023-01-25,Loratadine 10mg (14ct),Allergy,India,194.41,20,67.4,Retail Pharmacy
2023-01-25,Ibuprofen 400mg (30ct),Pain Relief,Japan,80.53,13,28.01,Retail Pharmacy
2023-01-25,Multivitamin Complex,Supplements,Germany,524.01,35,198.85,Government Tender
2023-01-25,Insulin Glargine Pen,Diabetes Care,Brazil,1101.06,18,564.48,Government Tender
2023-01-25,Amoxicillin 500mg (20ct),Antibiotics,Brazil,698.55,50,304.04,Government Tender
2023-01-25,Multivitamin Complex,Supplements,UK,519.4,32,175.54,Hospital
2023-01-26,Amoxicillin 500mg (20ct),Antibiotics,Japan,351.68,24,143.81,Government Tender
2023-01-26,Loratadine 10mg (14ct),Allergy,UK,204.43,22,71.29,Hospital
2023-01-26,Atorvastatin 20mg (30ct),Cardiovascular,India,96.72,5,36.73,Government Tender
2023-01-26,Multivitamin Complex,Supplements,India,403.84,28,158.74,Hospital
2023-01-26,Atorvastatin 20mg (30ct),Cardiovascular,Germany,770.82,45,334.72,Government Tender
2023-01-26,Loratadine 10mg (14ct),Allergy,UK,192.53,18,63.65,Hospital
2023-01-26,Amoxicillin 500mg (20ct),Antibiotics,UK,412.35,31,175.19,Government Tender
2023-01-26,Salbutamol Inhaler,Respiratory,UK,293.09,12,107.64,Hospital
2023-01-26,Loratadine 10mg (14ct),Allergy,Germany,220.95,25,82.06,Hospital
2023-01-26,Salbutamol Inhaler,Respiratory,UK,669.89,29,269.57,Hospital
2023-01-26,Atorvastatin 20mg (30ct),Cardiovascular,USA,531.31,27,189.01,Government Tender
2023-01-26,Salbutamol Inhaler,Respiratory,Germany,171.75,9,81.99,Government Tender
2023-01-26,Amoxicillin 500mg (20ct),Antibiotics,Japan,584.81,38,220.15,Government Tender
2023-01-26,Insulin Glargine Pen,Diabetes Care,UK,1800.61,25,784.3,Retail Pharmacy
2023-01-27,Ibuprofen 400mg (30ct),Pain Relief,Japan,214.99,33,68.5,Hospital
2023-01-27,Ibuprofen 400mg (30ct),Pain Relief,Germany,66.75,12,24.38,Retail Pharmacy
2023-01-27,Insulin Glargine Pen,Diabetes Care,USA,1016.48,15,476.28,Hospital
2023-01-27,Loratadine 10mg (14ct),Allergy,Japan,146.21,14,48.91,Retail Pharmacy
2023-01-27,Atorvastatin 20mg (30ct),Cardiovascular,UK,811.86,46,333.35,Retail Pharmacy
2023-01-27,Ibuprofen 400mg (30ct),Pain Relief,Germany,71.18,11,22.28,Government Tender
2023-01-27,Multivitamin Complex,Supplements,Brazil,611.11,41,225.19,Hospital
2023-01-27,Omeprazole 20mg (28ct),Gastro,India,54.36,5,25.56,Retail Pharmacy
2023-01-27,Omeprazole 20mg (28ct),Gastro,Japan,167.52,13,62.13,Retail Pharmacy
2023-01-27,Omeprazole 20mg (28ct),Gastro,India,258.26,19,93.11,Retail Pharmacy
2023-01-27,Loratadine 10mg (14ct),Allergy,USA,234.9,24,82.61,Government Tender
2023-01-28,Ibuprofen 400mg (30ct),Pain Relief,Germany,53.11,8,17.27,Government Tender
2023-01-28,Atorvastatin 20mg (30ct),Cardiovascular,India,185.27,10,74.44,Hospital
2023-01-28,Ibuprofen 400mg (30ct),Pain Relief,USA,144.32,21,44.26,Retail Pharmacy
2023-01-28,Atorvastatin 20mg (30ct),Cardiovascular,Germany,259.06,16,115.35,Hospital
2023-01-28,Insulin Glargine Pen,Diabetes Care,USA,404.0,6,187.74,Retail Pharmacy
2023-01-28,Amoxicillin 500mg (20ct),Antibiotics,Germany,275.54,21,116.0,Retail Pharmacy
2023-01-28,Multivitamin Complex,Supplements,Germany,434.61,31,162.1,Hospital
2023-01-28,Insulin Glargine Pen,Diabetes Care,UK,832.36,12,376.58,Government Tender
2023-01-28,Salbutamol Inhaler,Respiratory,USA,567.32,24,228.5,Hospital
2023-01-29,Loratadine 10mg (14ct),Allergy,Japan,241.26,24,85.53,Hospital
2023-01-29,Loratadine 10mg (14ct),Allergy,Brazil,328.48,36,124.63,Hospital
2023-01-29,Ibuprofen 400mg (30ct),Pain Relief,Brazil,188.64,34,73.23,Hospital
2023-01-29,Amoxicillin 500mg (20ct),Antibiotics,Brazil,159.69,13,77.71,Government Tender
2023-01-29,Amoxicillin 500mg (20ct),Antibiotics,Germany,261.73,19,113.53,Government Tender
2023-01-29,Multivitamin Complex,Supplements,USA,131.03,10,54.56,Hospital
2023-01-29,Loratadine 10mg (14ct),Allergy,Japan,313.72,35,121.89,Government Tender
2023-01-29,Omeprazole 20mg (28ct),Gastro,India,235.36,19,94.32,Government Tender
2023-01-29,Loratadine 10mg (14ct),Allergy,USA,204.18,19,66.44,Government Tender
2023-01-30,Amoxicillin 500mg (20ct),Antibiotics,Germany,294.54,19,115.41,Government Tender
2023-01-30,Insulin Glargine Pen,Diabetes Care,USA,967.05,14,447.99,Hospital
2023-01-30,Multivitamin Complex,Supplements,Japan,258.05,19,101.8,Hospital
2023-01-30,Insulin Glargine Pen,Diabetes Care,Germany,3642.94,51,1655.76,Hospital
2023-01-30,Ibuprofen 400mg (30ct),Pain Relief,Germany,197.31,28,55.98,Government Tender
2023-01-30,Amoxicillin 500mg (20ct),Antibiotics,USA,205.85,16,95.18,Retail Pharmacy
2023-01-30,Multivitamin Complex,Supplements,India,237.55,15,85.68,Hospital
2023-01-30,Atorvastatin 20mg (30ct),Cardiovascular,Japan,163.42,8,56.2,Government Tender
2023-01-30,Salbutamol Inhaler,Respiratory,UK,1030.52,46,416.64,Hospital
2023-01-31,Omeprazole 20mg (28ct),Gastro,Germany,266.29,23,116.2,Hospital
2023-01-31,Multivitamin Complex,Supplements,Germany,96.41,7,36.83,Government Tender
2023-01-31,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,188.38,10,68.59,Retail Pharmacy
2023-01-31,Multivitamin Complex,Supplements,Germany,388.99,28,151.33,Government Tender
2023-01-31,Amoxicillin 500mg (20ct),Antibiotics,India,74.09,6,36.03,Hospital
2023-01-31,Insulin Glargine Pen,Diabetes Care,Brazil,2439.77,37,1147.04,Retail Pharmacy
2023-01-31,Loratadine 10mg (14ct),Allergy,Japan,163.33,16,52.58,Government Tender
2023-01-31,Insulin Glargine Pen,Diabetes Care,India,1190.91,16,520.02,Hospital
2023-01-31,Salbutamol Inhaler,Respiratory,Brazil,676.89,32,289.92,Government Tender
2023-01-31,Insulin Glargine Pen,Diabetes Care,Japan,556.21,9,291.54,Hospital
2023-01-31,Omeprazole 20mg (28ct),Gastro,Japan,279.13,25,117.59,Government Tender
